,story,question,start,end
298,8f49dee3dcf6b505e43475e3b7c15a5e25f0d85c,Osama Bin Laden married?,37,58
299,f6ae6f0024e139f69468e5bc145c417eb5f9d629,What do repubicans say the democrats use?,1564,199
300,176592e0c2ae1a625fea9bf78e7c5300f2ed2fe5,Where was Karadzic arrested?,1663,1696
301,b84a6ef03e0989a4c81e577b754b6ebcc86d3021,where were they killed,281,296
302,6a02a9f234fa350ba154a7f80f7d8bfede7f950e,When you cant use a sink what is the next best method that works,0,0
303,ae542fbf3dd49c969b5cbc784ee43aa2e10f97db,where is the hump?,284,2140
304,77ec85e3b784ca925a9294244eaf1beeafa832e8,Who did husband kill?,394,408
305,2cec1cb536cc73c0f3c44c6c04178371fc9b3630,What type of event features strongly?,29,57
306,c39ba027fbeaa057272d28eecbae9a57bd9f8599,"Obama stresses ""fairness,"" while admitting what?",2054,2066
307,4f64c5ac45c76d9ede23e132127121574fe62801,How many people were injured,389,396
308,abe83f5825e7b616e29fa9790df8850ee5e9af38,Who had evidence that he may have been involved in the rings?,204,232
309,5474a9f81601abaa7ec81c6a9e1c5b7140acdc7b,What was the quakes magnitude?,39,56
310,4d97e4bd45ec26182bf99ea245762d7681d8e4c4,what does the report summarize?,242,297
311,8e9cc8dd83f7f755e37eeda0600f05232464fa92,Whats the name of the complex?,219,246
312,432986f7670e5fa46f4c2d46e696f8957d0fb8de,What does jeweler Salina Khan Fuchigami use instead of diamonds?,287,305
313,bb3be13a69864d2a3c23e6aee251e2a961c743b6,What do experts say about iPod earbuds?,171,207
314,99134603cf198d1cbdcee1f4f6332081e93a04a4,What happened to the girl?,204,330
315,3b7da246bc58865197f27363694ca9391a7e21ed,how many hamlets were afected by the recent mudslide in India?,97,103
316,9fa554303139df354ef14e5ed8213b36aa3d6342,What do police believe?,121,139
317,89b91c07752726e41e63ee8b6c5b3094f046be24,Who was found choked to death and stuffed in a suitcase?,146,161
318,64397b6c0dc66d7ff8c946f1b7886f501239ee28,Where is Penn from?,314,114
319,9813191d4833bbaf0e7c246ef109b7e9b5477206,What will need creative diplomacy and courage?,624,695
320,5569c84dab9169907197143f8b0263f23d29c08a,Who is sully sullenberger?,260,292
321,c068e58cbb7cf1d4842546fc3235cac7219e258f,Who qualified from the English Premier League?,1941,1963
322,b98cf71c2e8de12acd04b94f089b69838b5f498d,what activity gives leaders the chance to experiment,1694,1756
323,caf20d0ce08358492b9cb387eca0c25a131168ce,What did the inspector say?,0,0
324,97b1af335ee9dbb3849698d47a4767a525fd96fb,Who is the leader of the Chinese Community Party?,109,130
325,3ce25164248c71db6e804806c8596a99f3a22b61,How many tons of cereal did Kelloggs donate?,465,484
326,4e91d616a08a8dfb97b65898ef146845cf5468b3,What date were the polar bears born on?,47,57
327,bf34aefcb26fef8138941c9908fceb2376ed68d8,How many pipelines were sabotaged?,400,407
328,42b6eea161681de3a83ad655e7a8eb662f715ce0,What did the tapes apparently show?,1714,1765
329,431165d008a90774ac07e20122373834754f9fa5,What is the reason they plant trees?,570,597
330,cc5cc98bc69af5b73a23593fb1435a0b7c8cb98d,How many people are affected?,775,801
331,6e462e9331eef52c1e106236bab5d48a6a048845,What happens in haiti?,53,331
332,b919150e737a41d1ede1ee562edce22fd0a14ac8,what did the administration ask,759,792
333,17a017e49802648bb8ee1a76865769cc207710fd,what is mediaweek predicting?,0,0
334,24cfb82696e61a8c029486e1b4ef4899bac4cd7e,What kind of nurses will Suleman rely on instead?,579,587
335,b0433d06029adff0adc79738d058bae656ccf092,Who will receive a free trial?,266,298
336,853c1b9d1bc3edd7f0ca6a45b131bbacdcb947d0,What can you watch around the Arc de Triomphe?,0,0
337,87120644490a0c6a4515153d418c13de814f8100,What are the wind speeds?,1245,1264
338,64ba26757a7da832195392dc965816207a5546cb,What did Karadzic say he was skipping?,73,103
339,32e4f6613c739bdf2c1b9a4d85ea75ec2d5017ad,who owns the services,0,0
340,cc3feef27f1864aaa3087fa3bd34c6264aeb4b8f,What does the US need to do?,457,1580
341,ac44f1e2f51dd9b2556f0cad22f5eff1a3ce657c,Who is calling for a legislation this year?,82,98
342,e2fd6a99f1c6adda6dbc1225447533bf97c0e890,Who invoked the fifth?,18,343
343,75456ca78692fd016c860c7f3595a0604d180c56,What did Kolbert say Warren didn't deserve at Obama's inauguration?,931,956
344,c18ba9ecd1d3c8d44ad8ff4aec05fe8f219f47e6,What should the people come out for?,0,0
345,16b16e078acc4017410b49a89f213b30f12827f5,who was a suspect?,96,111
346,f24611c99357abc87e37a6ce296b8e8f8e20b48e,What is the problem with lowest scoring countries,426,496
347,7a8e2e97d6aad552cb4fa36de7bedbd1e43f42d7,One of every five American children is considered what?,1909,1933
348,f78dbfb6b96efa20f901dd7b663b49797f74b249,How many seats is the Labour Party predicted to win?,498,508
349,688c42abc935b07577f367137932e7a13f459c42,Where is there concern for the impact of the virus later this year?,9,22
350,40237e125a636671417676ac5dec28ab697fa6fd,UN   commission is from how many nations?,1463,1471
351,f563a13982783d4cbf87ea5966acf433990374e4,what its the name of fossil?,13,43
352,0f6c9c8c65f401879f69260333455de9f5a8b37a,How many years old is Vela?,346,358
353,7a384cc2d619ef52de720889ccf06875dbf11796,What did Svend captain say?,0,0
354,d7a20a2677703197f7639b49fe410f4b352a7319,"What network broadcasts ""SVU""?",430,444
355,a0dbd0e34f9bdec7924f96e66e32f1d6970e3876,What does Janet Napolitano say?,260,325
356,e8844e902570490ef943d29bc728df70c4e5f63c,What is the view of the President and Prime Minister of Turkey on the Iranian elections.,0,0
357,774c120c524c816a3f298b0e07c29527b1ffe39b,What happened to Hammer as a child?,0,0
358,43177306d6d829ea7340a393c7f495568623e5a4,what are the charges,763,799
359,824089a3166a141dd7d96a03582700a7eb0e3dab,What did cage say?,198,275
360,6b364d9a06b75920859ff87ee4ee2cd61a48c7c9,How many crew died?,467,472
361,ade5e1bbb4c4f22a27be5cbee812488ae34673f0,Who is  suing?,37,77
362,f6971288675e2d600d741b8290f09d0dcdb96ead,who was targeted by the army,0,0
363,1554bafeeec9d379eb651a17f318e31b3d01003a,Where did the arrest take place?,0,20
364,b2ffb9a7231344266e725cdb49bc3a0c452cafc9,Who is the new Bolton manager?,188,201
365,e4da49390db4e8f4b50d06d609d27a63a10540e8,When will T.I. prison term start?,382,427
366,3e5361d66bad92b9b4aae0111f1dec3346448959,In what way did the Ban cause problems?,402,458
367,840db2f25fc68a3c9b7b3c85b73005349adf1d59,"Where willl there be ""unpleasant smells""?",172,192
368,9377464ca3e5307301aa6ce3b8e5680f153db88d,who cites wide-ranging costs and dangers of ID theft?,230,257
369,b7a0bb1157ab0088f77bd0cef793faf421425a3f,Japan's gross domestic product fell what percent in the fourth quarter of 2008?,311,324
370,8495f6fac5cbfc7f5d9edafbb622b74d11b72a0c,How many crew members?,203,206
371,8919c342aede899547a5bf740bd801fefd4068d6,How much is the US spending on border control?,0,0
372,9d2876f7e6f52accf61fb72c51a4e0b2950171f3,what does sony want,193,275
373,f5ef6cca56950e00fcdb5b4ab80b1092767b6957,What was Jackson' addicted to?,119,129
374,3d456397e13a00a0b7ef447bebbe76ffab245199,What is one of the biggest criminal industries?,0,0
375,d094ae3280e4a95836a637df0c9fca497c946313,Who was shot to death?,369,136
376,01c49c859556151a7ef19fc39286e16d6ea57a90,Which character does he play?,90,105
377,f6e7829f5cfdecdf890f39dcb2e76116c1d02c85,They are ahead of what groups?,168,201
378,8efcf04411e3d69ffccfdf75dc79b76eb2dd66f6,What government convoy was ambushed in the same province as the massacre?,11,33
379,7a03dec49c4dedcf9e968d83aefde3eeca51780f,What can her young fans see?,0,0
380,35402c8b38d2e28a748d1d6fe81086fcf0cdd1ee,Are the shoes green?,36,68
381,02a7dafda52e2cf23e727a32bfb9752894858388,What did Loginova tell a magazine recently?,1042,1095
382,72e2f1bda9d105000849e5137ddd06f84225155a,Who did Kim foster better relations with?,985,1003
383,fa2fbcacbe752c4e2ee349767a83e972ed1fb529,What was Real Madrid trying to overturn?,55,69
384,1e4f2990ce2ecf60be7fed1f7a37910f03518e41,What do officials say?,91,153
385,2b7182ca6fd3a34ac44fdcebe03120bfa0bff364,Where were the videos posted?,157,167
386,4926b49248d6bbe7d1e84ca1e436bf09ed3c2793,What is the most influential game of this generation?,99,116
387,8df3cd25d50728abbc4016d951829a0cf56810ea,what did the pope say,0,0
388,52c4574f8d6dbc3e501d55f9f3030fc29f21c31c,where did she go to college?,443,463
389,8f795a309dc4bc7b311e683c1bd6c8fe386559d6,Where did the State Department issue a travel alert to?,799,825
390,68eb471ce36b8597f11dc57ac6ce189b80a137ad,Who was killed?,10,84
391,78992580b3892cea94b4e3232ff9899af220501c,Where were the couple heading?,656,665
392,c65c4a1ba2b20ef8f4a6628cbd53d41342afb159,How many times did Francesco Totti score,1136,1869
393,49cb51ab7f20045ac80bbb2ef6a45c2d411440b8,Where was the country barn destroyed?,267,297
394,7d2d5759546dfefd0eb9becbcd488f1f67cc92d8,Who was shot inside a school?,48,320
395,d7d1146b8bb56a930aab20a81e02d20f745d42a5,Does the family plan to rebuild?,1281,1290
396,fe6f12b7bd00fc593ef7290930a9731d30c3b77d,What caused Angola to close its northeastern border?,36,84
397,c674fdceb339915df2a9de1a0bd3007c546dc092,What club did Diego leave to join Juventus?,114,128
398,57abe8d976381385a566a2a1d063db7b9502a5d4,Where do the homeless go in the storms?,0,0
399,8afbf82cfb0b951e10c8a296d0bf09f52694738b,Dave Brubeck is what?,456,477
400,50d7dae01a208819e583e553156947246fe83af1,What does Sotomayor say ?,0,0
401,6e4f299d7c85fe625ad967011829735d80bf52c5,who appears at a ceremony marking China's 1911 revolution?,42,54
402,5506742dac18ba418b5b72ba17cab00770c33b8b,How many miles apart are they?,618,627
403,94c5ada4f9f54d12e104fda1104ff2acfebdba82,Pakistan wants to push what south so it can encircle militants?,326,343
404,832764ebe6fc018f25e1b0ef4d19d8359130ef29,Who joined the fight with Tutsi rebels?,1318,1878
405,32cb5cce0355614c707f8add448820968a289400,Where are the protests?,63,17
406,51d94d76859b5504f95fa983fee28313ca997934,Where do British doctors believe a ban on smoking should take place?,94,100
407,4d25d1ffad08573cef3aae31799bc630c934a982,who meet in pittsburgh,49,70
408,85b90eb0ff86868c5223f4ef8fa77daf41443034,what is the name of the Spanish radio station,131,151
409,4b8ea1692d79175f3b6f75acd006b49443e35805,What religion was combined?,296,309
410,400da289bfb9575e521700b95edd3b540059bdea,do programs make a difference in children's education,269,330
411,6776c9cd96b7d152544a9b974cc9e0f0bf2d4244,What group said they attacked a facility?,1021,1087
412,3af752acadf360a4241e3ee54dfa0ebf0327aea7,What did Dungas side win?,110,135
413,ddf418e22614ff2a73c06fbb156bdf516e87c0b4,Whose security system has been breached?,202,209
414,7dac21b8d8425dad37557ca1720d0f94ae8fd681,Who helps New York restaurant workers?,18,34
415,2fa992e47e6ce0519169eda7a440668683103a33,What did the Assistant secretary of state announce?,900,913
416,238128396a88a7293a0d8069bf7a791b10d4ae92,what does court rule?,11,21
417,38bc2f7e83bcf41376a97ad2093230abbf3a1056,What did Fonda notice?,208,283
418,5015b2ba8ea9567da4dd1a83e634dc3bf0abfcd2,what Hong Kong at center of recent infections that threatened?,620,612
419,873e60642d9da1e3978153ae3cc3ad0f56eac1da,when will the top 10 CNN heros be announced,0,0
420,82cfbb3ed34aa41c49e02e4a4e48190806343ba4,Who complained of being sore after scenes with Carano?,449,463
421,47ded04ec7c4aa1d835c503808c9f5a91b207f61,What did John Edwards admit to?,100,168
422,156be0d78de30d12647111f998b1fadcf2c489e5,What is Woody Allen's new film?,720,738
423,da5cb4e6f430dbf893cba90b3a5016721c92dd24,What band is planning a new tour?,117,132
424,a57ad11a93c732bd33f9c2231cc9a480f3dc59b8,What did the controllers help him turn off?,1747,1757
425,596b16e646b968cfac900db008319db7dc8f7782,What type of weapon was used in the killing?,694,729
426,c422811ae3f5d0debd5db0015671bb53a1fd633a,What age was Larry when his father died?,202,205
427,4d89a04a9cbb31f693b38f90e6d53f91c3e139e0,Where was the earthquake?,430,229
428,bee8f43a81d6c6c7c470cda812eaa21534250377,where are refugees living?,151,171
429,ad17853cd7821d07d896bc626e1a72dedaf44e21,"Who is Monica Alcota as described by others, what are her qualities?",1224,1310
430,8011e25fa44d3c13b7a9ee00f2104f9519e75d65,What was the initial year Saturn operated in the town?,653,658
431,6eb4f450b2fca771bbb5e1988b1dcb98b346cf96,Who went to war against the tactic of terrorism?,1549,661
432,bc07df818913c20ba0ba295e82f7e7c0dfb7891f,What gender were seven bodies?,897,924
433,a664e76da9afa006e4c27abcc808eab8b59bb875,what was unclear about the rescue?,141,185
434,91d780181cf5629b371b866770752a60938599a1,what is the age range of the suspects,2113,2153
435,ca7e71c46f037fa0f45b96d2fe8aa3297b266d30,Where was the mobile home park located?,275,301
436,2ffd121e4b98a28166dfc4dfe61a787e190732f7,What did her husband accuse syrian agents of,610,747
437,b2748499f612db178b466737368bb80de8f7a38f,What company owes the money?,134,181
438,5e105dbe323aecdc99ead835bc418e38627e8312,what is his secret,28,79
439,f52c440db4589c9a5e0acb64668365e15d2823d1,Who did Bayern Munich defeat?,52,68
440,f589b8c54322e512248293e6f4e143a073f6965c,What edge do pilots have?,1070,1087
441,63dff14195ae0d5fcfdd2aac0b2d71d54cfc5f8e,What did the senator accuse the White House of trying to cover up?,1174,1202
442,2c2eb9805c321a35e844f2548b09292fe1351c52,What age is Mobley?,199,216
443,347d1892b319f4d967bd11df2e4cdd4d0cf51512,How many officers were killed?,9,64
444,48daef451a8ba77c86e85567a5346ccd83dec0ca,what caused the crash?,52,103
445,9bca7481982223a4ac82c28d19557f83a6b05399,Who will verify if the record was set?,835,880
446,73307b56c3d5706caff20ecae94362cef38e4c10,Naidoo is the International Executive Director of what group?,186,198
447,80af080f2b9d2c02bdc48c75cc213a136a6a63b3,What did the Pakistani president say they fired?,631,697
448,6a67eac18f26ec4873bdca1128efbc8a481c1960,What number of cities did the arrests happen in?,793,803
449,20294bd7c32cb2ea5b1d7ec51a3f149544671937,Who was forced to go to a shelter with her boys?,28,43
450,4b2108a665d67642b6f688c47ad54539a4e98e45,in what port is the ship?,346,22
451,6017bdfccdb20417b6e59f73025d93d54f48a017,what its the name American?,141,228
452,8535a9cbbcf242a87735869219078563395b4764,What was to blame for the breakdown,503,496
453,0206f486c821d39f12fa4d3b62b1fe8cbaf3ded6,Who is Mann married to?,75,87
454,edd24bc6284e33683c2e2d41f98583e3c867a560,What events happen when its warm?,138,652
455,1ea3274b8978bc3bc97d06e8035b11c608662e58,What is the number of people who were killed in Sudan last year?,2256,2298
456,6a0280adc3deb7c9ea9479aaaacc0f0d88d18dff,What number of years was he a sports anchor?,271,285
457,eaaa2aeb62f681f1997809cd83c2963f2e7c3d96,How many wars have India and Pakistan fought since 1947?,0,0
458,a97c0493bd5c0c02c83b06383ff564f6790d5bea,After how many years Whitney Houston held listening party?,543,549
459,a86361a78e92087851ee122e369665f4fba7ed01,What is the length of the cable capable of 1.28 terabytes per second?,289,316
460,e28f2d1cf58f607debe8f33143fe340690a5d7d3,Who went mainstream and still maintained black identity?,9,25
461,b7921eb007fa4049fec533d173bd15ec8c57ea5f,"Who researched 3300 gates, testing outlets, and ports?",131,1631
462,4e6c385a259661e2d6afbcb68291c9f4d0d99211,James Elder is accused of spreading what?,600,641
463,3d54107ab9e89af5288f7bd0a37b7033b3fbd562,When will Canada recommit more troops for the war?,639,653
464,807172e7f1e30a9b2d31cb8fe6fd0d8d24a079ad,He is the first cricketer to be a what?,0,0
465,0dc795d6056e3e2239030f8f778f5fab4cf9352a,Who suggested the finals destination?,0,24
466,aa7ef1272c47edd301fc9d4376731d7ffc2cbb2a,what did religious groups say?,0,0
467,6dd35e262de260514f3bf5aec228006bc7a5d1f0,what does Trump think has been a disaster,205,220
468,533e8e8f326b27d27989d17b0c3fb82ef52dfcee,Is the outbreak of flu at Washington State University completely under control?,86,198
469,566be049908d10cc04f0284ea1734f8b85b688e1,Who is the sports psychologist?,674,738
470,28f0d2737b05ffe192f13cfc3c43f1407f7386e7,How many people returned home out alive of Lisiovicz group?,357,365
471,5db6db273454e34b6485df852571a0715298c747,What group does Limbaugh appeal to?,279,292
472,6d380da8d106e55244b62443ca9dc7c962458e69,Who interviewed Roeder?,335,348
473,c2d28428ef5ff94603db49e2df0e1ce1c5ea0e17,In 2008 what were infant remains in?,1190,1202
474,729ed6223642aef79524e44bbdb44d092cd5051b,What militants were involved in the clashes?,0,0
475,e005ab63830c38d4e52a35b1a57ef16f7b5e5a6d,what did the minister say?,763,727
476,225a20c56bb7b0798878dfc000e2ab05eea29642,Who took full responsibility for Green's death?,400,423
477,ef937b3e91341cd822d0930ecd9a3ccf14e958fd,What did he play?,2101,2103
478,6b24f125bd26c8a8826c210f5c1748c9a78aa202,What other people are in this move?,979,1071
479,bdc303eedb1dd59ab441312506acac69b3244fb2,"Who is the focus of ""Il Divo""?",260,278
480,389bbfe12e6d7320f7a7fcba93d86c32d25e4252,what did maria do,0,0
481,81ac2d9ddb3d44be3484658fbf02e038a46ebf15,What caused the postponement of the shows?,10,18
482,8c838abc5efa4f7cf0dfdf6b6a550031f56def81,What send seven Alaska Airline crew members to the hospital?,51,83
483,2837940cbe2c0d6c0163c5e41e243150b73c10d7,When was the battle of Trafalgar?,1126,1136
484,83df763732163b3c6e291ea7b95d13cb70a8d155,what says holzer?,259,340
485,95ff1ffa9f650f9c6f3056d38e2a58d136fa77ae,What is Kumar's age?,464,468
486,4cb0a311b912e6274d5c40711d19d5febb1fafe9,What animal is threatening large finches?,626,639
487,8c8ad7876226f634c31e66a95aa352d6be824abe,What film did Taiwan choose?,1842,1861
488,663ed18b7a9de6d22120d9098ca6eb94b7f434f5,Where are demonstrators due to meet?,564,603
489,9f9c02466b536e69bc008979d96a5a699de80a36,What had Craigslist banned?,185,165
490,7fa06213f8db31540925607d245f4bde289d2d47,How many pitch punch ups are there?,104,110
491,d71483096a5c373224dbd9e0ea3a498e288301a0,What kind of song should be posted?,0,0
492,7ff39e1220c0f084434786ed145e15c6abe48def,what does arrest mean?,59,67
493,b219044519155bb4a4c14503b129608fabbf4cb2,who was beaten by a group of white teens?,352,119
494,03c04afd510e24045254ec555637017b2d1a39ef,How many people were injured?,232,244
495,bf709e239a1262f44f8f76df674f1186f68a89d8,Who was arrested Saturday?,54,83
496,2f47bc97b6d3e0e72adff06664208489539125bb,What is the issue,463,488
497,86c5a21cfe42a9c8377f257e65f98927bb06b350,What are there concerns about?,196,307
498,f03a665a1b65d2129019bea8319e73f195638229,"Is it too simple to divide the region into two ""camps""?",1326,1425
499,612cd045f630397a0996c55fdecbafa6f9be4d34,who is undergoing treatment for bladder cancer,16,30
500,70b364d57646e241be6a7287a2305f3547dd7400,What was the death toll?,711,729
501,087580dde25db95baafbff9b308a8a994f028d23,Where is the U.S. Embassy located?,306,319
502,d37047d6b24f8995c71ab98a70c1a797e1dd4953,what do most parents do,0,0
503,708dc567cd06857348e648d9b0a43402a094581f,What was the age of the boy who took the film?,33,36
504,5a7649ed3c3809d9514f461d06c5a1541df4a2e1,When did Skiba and the father go missing?,0,0
505,00579a91246db0df52a7106cc6650c56c9fbc604,what was extracted?,1271,1286
506,cab213bfb74f4bfe8dd4852490b841d7450678c6,What was the death toll?,1016,1023
507,72a2bf81bbceb8f4346733a55682439ec5ff5357,Who did Avalon say must be reputed?,0,0
508,947c49c1661d5626831676907afd7c6768673d4d,what causes the fire ?,166,177
509,083d83dab6db4d9819668fa69beea36e922b0e1f,What is the name of the former scout leader at center of lawsuit?,619,632
510,c7ecb19484bff681293c0d517ed3a93fbce6f5ea,what didn't protect against the H1N1 virus?,109,180
511,8c1d02cf04a80b4fc0d1ef1fe51db1a254f9917e,What is he accused of?,88,144
512,30f4aeb4468687f2bb471a073b27ce9d62395cf3,When was the crown closed?,258,278
513,c06198c4d87cf930cd57053c61a6b88dc6c41033,What are not developed for space travel?,0,0
514,cf98c4cf21c361e00ebe8f2c925399d45f57ebd6,Who needs to be the headliner,49,61
515,6e0ea4ed30e9aeb3552f15643c69a6c68115570d,What is not over,320,339
516,dbb60adc872e3ae5ddf637e45e671c8f850c678c,who briefed on procedures?,1065,1078
517,ef90046d39faf6cbf69fa9c2115878469defdaff,What won't the judge allow the woman to do?,767,780
518,e45373c83b2cf6929e377443c60aadd17dc52c3e,What did Frederick Dominguez and his 3 children set out Sunday to cut?,1278,1300
519,503da4e6a59062957f5dad1fda5fd70185088c00,What kind of issues can abused women suffer from?,2287,2356
520,a77dac61e9a5d80b064b212ccd6983e13c602674,What did the student say?,71,202
521,f6a0aebb193a6bcf3894d0dbd2b7a06a73325e8e,Price the man bought the player for at thrift store?,154,162
522,baf3b7aa98133daba661c8bfa0414dea84654b9b,"Who says Ryanair is playing a ""funny game""?",219,298
523,f6f1674e90735788a379df95cc5209f431e9c2ce,What is causing the stink?,929,851
524,7b29f3f095a68b23f05fc2a3e1f93c1987caa75f,Who made Pakistan trip in 2009?,176,210
525,5926ff983bd52cbcc5a4461fe87bb9f9e03fbbb2,How many years in prison are the 5 men sentenced to?,369,388
526,ba80eae1f0ce43f97a72c7f9829847e43175c502,Where did flooding occur?,65,19
527,7130a2e14e23fa4b4129c7900ed222e355f73b40,"What kind of service was the Iranian cleric, and his wife, running?",180,209
528,6211e86c43cd4f6aacc03d4f209ef057a1bac46e,What do the majority say should be used in airports?,332,358
529,9dd43ceb9aaaabf1227f066cc2e8593f9c96a151,Where is the Blarney Stone?,108,125
530,32f512e2e5e3ced7649faf6bccd2a9b274541626,Who left the Manila hotel?,275,309
531,f68bf0d007a093884b8dd2975c1f659a965d23c6,What does the report reflect?,184,260
532,6002d3704ea91ca68b4e7c51243602835aca5ad5,Who are more comfortable today with opportunites at home?,0,0
533,6b59d3603f49a417f82e7a94c8091ef483873d02,What can green industries do?,0,0
534,25874b02f2d9cf0307b04886c0ad54d82cd8f91a,"What is the depth of the Tasman Fracture, which is a deep trench in the ocean?",129,146
535,f4238e599c1d35f439271e223ba70eaed1f176fa,What has hampered rescue efforts?,120,132
536,470b2b05e7a2478318c8bc1bd927395bb6bb6897,How long is the barrier?,964,1018
537,12c03f0926e71ae6895dce77a0cf58086cc2d7c5,"How many Iranian Pilgrims died in an attack, northeast of Baghdad?",2245,2258
538,45e0027c7ffaf5e8ca54bb0366c6e9b8bf6b2142,Who was Alfred Nobel?,0,0
539,c22877400903fcc3050d273db20bb3fdd60f8739,What was his catchphrase?,555,829
540,87f89119f703c3c74eb058585a54520734944e36,What do many lack?,1480,1520
541,a0361739a1aa6a575fd33ff184f77caf42acdeeb,Where was the protest?,290,308
542,2af1d24494e895c9a696d5b54fbe06d1154a9552,What are the problems?,0,0
543,f10202a63ce239e522e8d447338a196f7c22822d,What can sway opinions?,0,0
544,501205723d9f4ec5315d50b16a47d0e24b17fa02,Who release names of 8 people?,9,23
545,f27d18d39039f4d8becf21507e7670af354270a3,Where did the vault manager work?,82,110
546,bcb2299f44e84477c200f33f20800bdd2252ca30,Trial seeking to overturn California's ban on what?,224,242
547,56cc7a062049066591149f210a6a4c2f0c15f0ac,Who went missing?,67,198
548,9d90289a39e3787b2e063080fd3e6bfcf9d9877b,How many Cuban children were sent to US,476,498
549,08afa236214b479e9a0fac95dd31c2f853248f25,How many churches were attacked in Kuala Lumpur,31,37
550,4587efea4480d932e92e459ffd6cad22df80a8b8,What did DeGarmo say?,307,377
551,34ee9b3de63d51b77c531f45c0662281cb3ba06f,When will Bratz dolls leave the market?,580,613
552,5852e143b34cc30e94aed29193fc2e1dce37b1b1,What did he manage to evade?,372,379
553,f1e2997a9f9859173748a4ec3459d1c37f204c0e,What should the caregivers do?,508,544
554,32d9937229dcaf9984639c9ec2144abaa7602867,what length of time will he be out for,213,227
555,248c7706d2f5e52ea724974f031981399ba34d8b,What is really now just a word?,146,175
556,7c33048bd17621bb8f2d0fbfc264c7e187995c3c,What did he write?,0,0
557,9c64900f4d31571c306faae47e78f508369ee0aa,Who says he accepted responsibility for what happened?,0,0
558,231cd0878c72962353dff602554b69499e108940,How much was McLaren fined for?,176,255
559,9f48f21f5b0ce4eb621c6837106743a4d9b8f402,How long was she imprisoned?,113,116
560,082567ab0175dc93b84c8d1f57efafdbba338eb6,What is Tiger Woods famous for?,64,71
561,b4177124f36f0b1855b0dc2df8159a825f3f85f7,Who is searching for the commander?,9,24
562,abc858ceeefaa3815a64c87cff5eb777aaaff906,When did Caylee Anthony go missing?,65,74
563,fed446911b886b6a4375a2d059e0ffe398890660,Roosevelt took office during what type of crisis?,574,583
564,ad757642bf85e69eee3461e0491b5720b2eea8b0,What did the U.S. military describe Abu Qaswarah as?,1299,1332
565,1572706cdc9aad0d0d224f71d16d52313df2c14b,Which flight did this happen on?,422,432
566,3e1ac93d0159958832e8484acf76c3e59593f3d3,what is bankrupcy used for,0,0
567,9a888602b845b05ef64e6a28dfa407fb9f8651ea,What is the name of the contractor released on bond?,668,683
568,76f04a2f8b68a6aca560a7118eacff4020088537,What did the British professor write?,425,555
569,5a73298f5ede3851c55a99d20a8b9bf849712525,Whose best interests are placed above others?,814,819
570,e234f0505b18621bf741a458cc272f37c4cfcd3a,"Who is not pursuing charges, saying ""we do not prosecute morals.""",41,60
571,a8f6508736c136a450a79a10b42545e177a58c28,According to James what is the important thing in life?,450,474
572,a187209d7645822575d12a2025f48f548f921818,Who is mesmerizing?,0,0
573,1763631ee8b278c82b1487a6d9652aad7549ac54,Where were the patrols by police and residents stepped up?,857,867
574,0113354e89ebda83b483c1af954ba86498174bee,How much of the cost is covered?,2210,2249
575,db58112ebd4ce59d875cc908ba9745a906b0cda4,What has Sloot's Lawyer said he will confess to?,0,0
576,59a27bab8fc2f3bdf7591d75cec08da04fc3e9cd,Who has anecdotal evidence about the trafficking of Haitian children?,1173,1181
577,3c2606a19b9fb516628ab2280409c3ced4b69c22,Who is Kevin George?,71,51
578,ff6cba9e295ecda3251f184f87c6e46c255f6b53,Who has a case to answer?,9,22
579,abe953a8d687d49d653424990842769c10779f13,When was Drew Peterson born?,0,0
580,4fd2e39393b228ec5fc0208c8f2fd978748fa39b,The chicks are thought to have been choked or poisoned how,0,0
581,4929e54ae3f6711b4bd8da27a46d0f8a90c3b3bf,What does the board examine?,337,397
582,68972cd71750dbc0ad152d4db18f1b8fb808c5e6,how many events does he attend,0,0
583,03c04afd510e24045254ec555637017b2d1a39ef,What is the name of the ruling family?,168,198
584,f9a7e187f0fde774bd90a8b268b2d8c5d3f7b194,What warning was given about Clinton?,0,0
585,4bda583b237e41c2722b96b6577b6f52b0fb1319,Who videotaped the fumes?,9,36
586,f5a99497f678544f6005599191171afce44fe4f2,"What is ""The Imaginarium of Doctor Parnassus"" about?",112,125
587,2336a46e888da0d2300d7cd90da937124c2f9bd8,What has made progress?,518,534
588,c39ba027fbeaa057272d28eecbae9a57bd9f8599,Who were Obama meeting?,168,195
589,3edd0ad6dedca28697f5d5a66c08a88759da25ad,How many people were rescued?,704,711
590,727b57a7a5beeffdbc5c4433a3e52b0a57657a8e,What city were the attacks in,87,167
591,7a5e0cc4ad64f56e1598253197f8e4d5505e33f8,Who did Jackson try to mediate between?,0,0
592,a521ea68bf8d1d850daba7c6097eac8a2b0be1a2,"Who was known as ""Allissa""?",75,63
593,2dbcaaea2186302bb692d88be24b8b32c01b0dae,how many people die annually from diarrhea?,322,370
594,773c95fee149239df595be254ff2dd51e7a1faa2,how much fine will be charged?,0,0
595,896e2fbc8a93c2331a5782235ac40cc3b7547dfa,How many cases of swine flu has there been?,768,840
596,4f3fc92ddd81570bcae9abd0bed6b465009099e6,What charges does Mark Kerrigan face?,254,285
597,7d2546fec52386fb211f483b903a9e2083689062,Which town in Pennsylvania thrived in the steel industry?,163,197
